Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Sky Cover,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated,day_of_year_sin,day_of_year_cos,hour_sin,hour_cos
1,0.145809414,60,30,1,68,8.0,29.89,15867,0.5737722679043246,-0.8190148866680801,0.4999999999999999,-0.8660254037844387
1,0.060849598,60,30,1,63,17.0,29.86,34371,0.5737722679043246,-0.8190148866680801,-0.2588190451025208,-0.9659258262890684
1,0.267508611,60,30,1,65,22.0,29.83,20644,0.5737722679043246,-0.8190148866680801,-0.8660254037844385,-0.5000000000000004
1,0.474167623,60,30,2,80,11.0,29.85,1526,0.5737722679043246,-0.8190148866680801,-0.9659258262890684,0.2588190451025203
0,0.680826636,60,30,1,90,11.0,29.89,0,0.5737722679043246,-0.8190148866680801,-0.5000000000000004,0.8660254037844384
0,0.764908257,61,31,1,90,8.0,29.88,0,0.5595892624101765,-0.8287700871745038,0.2588190451025207,0.9659258262890684
1,0.558486239,61,31,4,90,0.0,29.87,0,0.5595892624101765,-0.8287700871745038,0.8660254037844386,0.5000000000000001
1,0.35206422,61,31,4,83,0.0,29.91,1338,0.5595892624101765,-0.8287700871745038,0.9659258262890684,-0.2588190451025206
1,0.145642202,61,31,1,75,7.0,29.92,10103,0.5595892624101765,-0.8287700871745038,0.4999999999999999,-0.8660254037844387
1,0.060779817,61,31,1,63,6.0,29.89,24689,0.5595892624101765,-0.8287700871745038,-0.2588190451025208,-0.9659258262890684
1,0.267201835,61,31,2,65,16.0,29.88,13726,0.5595892624101765,-0.8287700871745038,-0.8660254037844385,-0.5000000000000004
1,0.473623853,61,31,2,80,14.0,29.9,869,0.5595892624101765,-0.8287700871745038,-0.9659258262890684,0.2588190451025203
0,0.680045872,61,31,2,83,10.0,29.94,0,0.5595892624101765,-0.8287700871745038,-0.5000000000000004,0.8660254037844384
0,0.764032073,62,30,3,90,7.0,29.94,0,0.545240438540651,-0.8382797052177744,0.2588190451025207,0.9659258262890684
1,0.557846506,62,30,4,90,0.0,29.95,0,0.545240438540651,-0.8382797052177744,0.8660254037844386,0.5000000000000001
1,0.351660939,62,30,1,80,0.0,29.98,1778,0.545240438540651,-0.8382797052177744,0.9659258262890684,-0.2588190451025206
1,0.145475372,62,30,1,70,8.0,30.0,19005,0.545240438540651,-0.8382797052177744,0.4999999999999999,-0.8660254037844387
1,0.060710195,62,30,1,61,7.0,29.97,31390,0.545240438540651,-0.8382797052177744,-0.2588190451025208,-0.9659258262890684
1,0.266895762,62,30,3,55,14.0,29.96,20067,0.545240438540651,-0.8382797052177744,-0.8660254037844385,-0.5000000000000004
1,0.473081329,62,30,3,67,9.0,29.97,457,0.545240438540651,-0.8382797052177744,-0.9659258262890684,0.2588190451025203
0,0.679266896,62,30,2,78,6.0,30.02,0,0.545240438540651,-0.8382797052177744,-0.5000000000000004,0.8660254037844384
0,0.762285714,61,26,3,78,3.0,30.02,0,0.5307300481619334,-0.8475409228928311,0.2588190451025207,0.9659258262890684
1,0.556571429,61,26,4,80,6.0,30.0,0,0.5307300481619334,-0.8475409228928311,0.8660254037844386,0.5000000000000001
1,0.350857143,61,26,4,80,6.0,30.02,719,0.5307300481619334,-0.8475409228928311,0.9659258262890684,-0.2588190451025206
1,0.145142857,61,26,4,67,7.0,30.02,10183,0.5307300481619334,-0.8475409228928311,0.4999999999999999,-0.8660254037844387
1,0.060571429,61,26,2,59,16.0,29.98,28028,0.5307300481619334,-0.8475409228928311,-0.2588190451025208,-0.9659258262890684
1,0.266285714,61,26,2,63,18.0,29.97,20724,0.5307300481619334,-0.8475409228928311,-0.8660254037844385,-0.5000000000000004
1,0.472,61,26,2,80,14.0,29.97,2396,0.5307300481619334,-0.8475409228928311,-0.9659258262890684,0.2588190451025203
0,0.677714286,61,26,3,83,15.0,30.0,0,0.5307300481619334,-0.8475409228928311,-0.5000000000000004,0.8660254037844384
0,0.761415525,58,27,4,83,11.0,29.98,0,0.5160623910158528,-0.8565509959010036,0.2588190451025207,0.9659258262890684
1,0.555936073,58,27,4,90,10.0,29.98,0,0.5160623910158528,-0.8565509959010036,0.8660254037844386,0.5000000000000001
1,0.350456621,58,27,4,83,7.0,30.0,785,0.5160623910158528,-0.8565509959010036,0.9659258262890684,-0.2588190451025206
1,0.144977169,58,27,4,80,7.0,30.01,7998,0.5160623910158528,-0.8565509959010036,0.4999999999999999,-0.8660254037844387
1,0.060502283,58,27,3,65,14.0,29.95,16263,0.5160623910158528,-0.8565509959010036,-0.2588190451025208,-0.9659258262890684
1,0.265981735,58,27,3,70,18.0,29.92,20566,0.5160623910158528,-0.8565509959010036,-0.8660254037844385,-0.5000000000000004
1,0.471461187,58,27,3,80,13.0,29.93,1894,0.5160623910158528,-0.8565509959010036,-0.9659258262890684,0.2588190451025203
0,0.676940639,58,27,4,83,10.0,29.95,0,0.5160623910158528,-0.8565509959010036,-0.5000000000000004,0.8660254037844384
0,0.761687571,59,27,4,83,6.0,29.93,0,0.5012418134457758,-0.865307254363206,0.2588190451025207,0.9659258262890684
1,0.556442417,59,27,4,83,9.0,29.91,0,0.5012418134457758,-0.865307254363206,0.8660254037844386,0.5000000000000001
1,0.351197263,59,27,4,83,11.0,29.93,464,0.5012418134457758,-0.865307254363206,0.9659258262890684,-0.2588190451025206
1,0.145952109,59,27,3,70,14.0,29.93,6125,0.5012418134457758,-0.865307254363206,0.4999999999999999,-0.8660254037844387
1,0.059293044,59,27,3,68,15.0,29.93,18736,0.5012418134457758,-0.865307254363206,-0.2588190451025208,-0.9659258262890684
1,0.264538198,59,27,3,70,13.0,29.91,13171,0.5012418134457758,-0.865307254363206,-0.8660254037844385,-0.5000000000000004
1,0.469783352,59,27,3,83,11.0,29.92,339,0.5012418134457758,-0.865307254363206,-0.9659258262890684,0.2588190451025203
0,0.675028506,59,27,4,90,7.0,29.94,0,0.5012418134457758,-0.865307254363206,-0.5000000000000004,0.8660254037844384
0,0.760820046,60,28,4,93,10.0,29.93,0,0.4862727071086899,-0.8738071036110808,0.2588190451025207,0.9659258262890684
1,0.555808656,60,28,3,93,3.0,29.92,0,0.4862727071086899,-0.8738071036110808,0.8660254037844386,0.5000000000000001
1,0.350797267,60,28,3,86,11.0,29.93,1148,0.4862727071086899,-0.8738071036110808,0.9659258262890684,-0.2588190451025206
1,0.145785877,60,28,3,72,18.0,29.95,9344,0.4862727071086899,-0.8738071036110808,0.4999999999999999,-0.8660254037844387
1,0.059225513,60,28,3,63,17.0,29.94,33753,0.4862727071086899,-0.8738071036110808,-0.2588190451025208,-0.9659258262890684
1,0.264236902,60,28,3,65,20.0,29.91,17287,0.4862727071086899,-0.8738071036110808,-0.8660254037844385,-0.5000000000000004
1,0.469248292,60,28,2,72,11.0,29.91,1693,0.4862727071086899,-0.8738071036110808,-0.9659258262890684,0.2588190451025203
0,0.674259681,60,28,3,83,16.0,29.9,0,0.4862727071086899,-0.8738071036110808,-0.5000000000000004,0.8660254037844384
0,0.760820046,61,28,3,86,8.0,29.89,0,0.4711595076738638,-0.8820480249558537,0.2588190451025207,0.9659258262890684
1,0.555808656,61,28,3,80,7.0,29.88,0,0.4711595076738638,-0.8820480249558537,0.8660254037844386,0.5000000000000001
1,0.350797267,61,28,3,78,9.0,29.9,3419,0.4711595076738638,-0.8820480249558537,0.9659258262890684,-0.2588190451025206
1,0.145785877,61,28,3,54,14.0,29.9,24872,0.4711595076738638,-0.8820480249558537,0.4999999999999999,-0.8660254037844387
1,0.059225513,61,28,2,56,17.0,29.91,34140,0.4711595076738638,-0.8820480249558537,-0.2588190451025208,-0.9659258262890684
1,0.264236902,61,28,2,51,18.0,29.88,20355,0.4711595076738638,-0.8820480249558537,-0.8660254037844385,-0.5000000000000004
1,0.469248292,61,28,3,75,20.0,29.89,1992,0.4711595076738638,-0.8820480249558537,-0.9659258262890684,0.2588190451025203
0,0.674259681,61,28,3,80,11.0,29.93,0,0.4711595076738638,-0.8820480249558537,-0.5000000000000004,0.8660254037844384
0,0.759090909,62,27,4,78,8.0,29.93,0,0.4559066935084588,-0.8900275764346767,0.2588190451025207,0.9659258262890684
1,0.554545455,62,27,3,78,5.0,29.93,0,0.4559066935084588,-0.8900275764346767,0.8660254037844386,0.5000000000000001
1,0.35,62,27,4,72,10.0,29.98,204,0.4559066935084588,-0.8900275764346767,0.9659258262890684,-0.2588190451025206
1,0.145454545,62,27,3,60,6.0,29.98,17306,0.4559066935084588,-0.8900275764346767,0.4999999999999999,-0.8660254037844387
1,0.059090909,62,27,3,56,13.0,29.96,29287,0.4559066935084588,-0.8900275764346767,-0.2588190451025208,-0.9659258262890684
1,0.263636364,62,27,3,54,15.0,29.92,18577,0.4559066935084588,-0.8900275764346767,-0.8660254037844385,-0.5000000000000004
1,0.468181818,62,27,3,72,13.0,29.94,1734,0.4559066935084588,-0.8900275764346767,-0.9659258262890684,0.2588190451025203
0,0.672727273,62,27,3,81,9.0,29.94,0,0.4559066935084588,-0.8900275764346767,-0.5000000000000004,0.8660254037844384
0,0.758229285,64,26,4,81,6.0,29.91,0,0.440518784350495,-0.8977433935342337,0.2588190451025207,0.9659258262890684
1,0.553916005,64,26,4,78,6.0,29.88,0,0.440518784350495,-0.8977433935342337,0.8660254037844386,0.5000000000000001
1,0.349602724,64,26,2,72,3.0,29.9,7123,0.440518784350495,-0.8977433935342337,0.9659258262890684,-0.2588190451025206
1,0.145289444,64,26,3,67,7.0,29.94,18124,0.440518784350495,-0.8977433935342337,0.4999999999999999,-0.8660254037844387
1,0.059023837,64,26,3,51,14.0,29.95,33393,0.440518784350495,-0.8977433935342337,-0.2588190451025208,-0.9659258262890684
1,0.263337117,64,26,3,55,10.0,29.94,21052,0.440518784350495,-0.8977433935342337,-0.8660254037844385,-0.5000000000000004
1,0.467650397,64,26,2,72,11.0,29.95,1731,0.440518784350495,-0.8977433935342337,-0.9659258262890684,0.2588190451025203
0,0.671963678,64,26,3,78,6.0,29.96,0,0.440518784350495,-0.8977433935342337,-0.5000000000000004,0.8660254037844384
0,0.758229285,62,28,2,80,0.0,29.93,0,0.4250003399695541,-0.9051931898913974,0.2588190451025207,0.9659258262890684
1,0.553916005,62,28,2,80,0.0,29.93,0,0.4250003399695541,-0.9051931898913974,0.8660254037844386,0.5000000000000001
1,0.349602724,62,28,3,78,8.0,29.95,6887,0.4250003399695541,-0.9051931898913974,0.9659258262890684,-0.2588190451025206
1,0.145289444,62,28,3,63,14.0,29.96,30094,0.4250003399695541,-0.9051931898913974,0.4999999999999999,-0.8660254037844387
1,0.059023837,62,28,2,55,14.0,29.95,35474,0.4250003399695541,-0.9051931898913974,-0.2588190451025208,-0.9659258262890684
1,0.263337117,62,28,2,59,18.0,29.94,20959,0.4250003399695541,-0.9051931898913974,-0.8660254037844385,-0.5000000000000004
1,0.467650397,62,28,2,65,16.0,29.95,1672,0.4250003399695541,-0.9051931898913974,-0.9659258262890684,0.2588190451025203
0,0.671963678,62,28,2,81,9.0,29.96,0,0.4250003399695541,-0.9051931898913974,-0.5000000000000004,0.8660254037844384
0,0.758503401,63,27,1,78,11.0,29.94,0,0.4093559588156213,-0.9123747579707272,0.2588190451025207,0.9659258262890684
1,0.554421769,63,27,2,78,10.0,29.95,0,0.4093559588156213,-0.9123747579707272,0.8660254037844386,0.5000000000000001
1,0.350340136,63,27,2,67,16.0,29.97,2729,0.4093559588156213,-0.9123747579707272,0.9659258262890684,-0.2588190451025206
1,0.146258503,63,27,2,61,17.0,29.98,29291,0.4093559588156213,-0.9123747579707272,0.4999999999999999,-0.8660254037844387
1,0.057823129,63,27,1,55,21.0,29.96,34710,0.4093559588156213,-0.9123747579707272,-0.2588190451025208,-0.9659258262890684
1,0.261904762,63,27,2,53,24.0,29.94,21273,0.4093559588156213,-0.9123747579707272,-0.8660254037844385,-0.5000000000000004
1,0.465986395,63,27,1,72,16.0,29.9,1748,0.4093559588156213,-0.9123747579707272,-0.9659258262890684,0.2588190451025203
0,0.670068027,63,27,1,78,14.0,29.93,0,0.4093559588156213,-0.9123747579707272,-0.5000000000000004,0.8660254037844384
0,0.758503401,61,26,2,78,11.0,29.9,0,0.3935902766564667,-0.9192859697186104,0.2588190451025207,0.9659258262890684
1,0.554421769,61,26,4,75,8.0,29.88,0,0.3935902766564667,-0.9192859697186104,0.8660254037844386,0.5000000000000001
1,0.350340136,61,26,4,69,15.0,29.9,2755,0.3935902766564667,-0.9192859697186104,0.9659258262890684,-0.2588190451025206
1,0.146258503,61,26,3,62,14.0,29.92,21473,0.3935902766564667,-0.9192859697186104,0.4999999999999999,-0.8660254037844387
1,0.057823129,61,26,2,58,18.0,29.9,36368,0.3935902766564667,-0.9192859697186104,-0.2588190451025208,-0.9659258262890684
1,0.261904762,61,26,3,67,18.0,29.88,22558,0.3935902766564667,-0.9192859697186104,-0.8660254037844385,-0.5000000000000004
1,0.465986395,61,26,3,70,13.0,29.87,1922,0.3935902766564667,-0.9192859697186104,-0.9659258262890684,0.2588190451025203
0,0.670068027,61,26,4,75,13.0,29.89,0,0.3935902766564667,-0.9192859697186104,-0.5000000000000004,0.8660254037844384
0,0.75678733,62,26,4,78,7.0,29.88,0,0.3777079652039649,-0.9259247771938498,0.2588190451025207,0.9659258262890684
1,0.553167421,62,26,4,72,11.0,29.89,0,0.3777079652039649,-0.9259247771938498,0.8660254037844386,0.5000000000000001
1,0.349547511,62,26,4,87,8.0,29.91,2579,0.3777079652039649,-0.9259247771938498,0.9659258262890684,-0.2588190451025206
1,0.145927602,62,26,4,70,13.0,29.93,11212,0.3777079652039649,-0.9259247771938498,0.4999999999999999,-0.8660254037844387
1,0.057692308,62,26,3,65,14.0,29.93,29746,0.3777079652039649,-0.9259247771938498,-0.2588190451025208,-0.9659258262890684
1,0.261312217,62,26,3,61,16.0,29.92,13720,0.3777079652039649,-0.9259247771938498,-0.8660254037844385,-0.5000000000000004
1,0.464932127,62,26,4,81,9.0,29.93,317,0.3777079652039649,-0.9259247771938498,-0.9659258262890684,0.2588190451025203
0,0.668552036,62,26,4,78,10.0,29.94,0,0.3777079652039649,-0.9259247771938498,-0.5000000000000004,0.8660254037844384
0,0.75678733,62,26,4,81,8.0,29.94,0,0.3617137307297676,-0.9322892131745132,0.2588190451025207,0.9659258262890684
1,0.553167421,62,26,4,90,7.0,29.93,0,0.3617137307297676,-0.9322892131745132,0.8660254037844386,0.5000000000000001
1,0.349547511,62,26,4,90,7.0,29.95,6294,0.3617137307297676,-0.9322892131745132,0.9659258262890684,-0.2588190451025206
1,0.145927602,62,26,4,73,14.0,29.96,11037,0.3617137307297676,-0.9322892131745132,0.4999999999999999,-0.8660254037844387
1,0.057692308,62,26,4,63,9.0,29.97,25956,0.3617137307297676,-0.9322892131745132,-0.2588190451025208,-0.9659258262890684
1,0.261312217,62,26,3,61,13.0,29.95,19602,0.3617137307297676,-0.9322892131745132,-0.8660254037844385,-0.5000000000000004
1,0.464932127,62,26,4,72,14.0,29.96,1858,0.3617137307297676,-0.9322892131745132,-0.9659258262890684,0.2588190451025203
0,0.668552036,62,26,4,75,11.0,29.99,0,0.3617137307297676,-0.9322892131745132,-0.5000000000000004,0.8660254037844384
0,0.755932203,63,26,4,75,14.0,29.96,0,0.3456123126707335,-0.938377391740864,0.2588190451025207,0.9659258262890684
1,0.552542373,63,26,4,78,10.0,29.94,0,0.3456123126707335,-0.938377391740864,0.8660254037844386,0.5000000000000001
1,0.349152542,63,26,4,81,16.0,29.96,1755,0.3456123126707335,-0.938377391740864,0.9659258262890684,-0.2588190451025206
1,0.145762712,63,26,4,70,14.0,29.99,10910,0.3456123126707335,-0.938377391740864,0.4999999999999999,-0.8660254037844387
1,0.057627119,63,26,2,57,25.0,29.98,33064,0.3456123126707335,-0.938377391740864,-0.2588190451025208,-0.9659258262890684
1,0.261016949,63,26,2,57,22.0,29.95,21537,0.3456123126707335,-0.938377391740864,-0.8660254037844385,-0.5000000000000004
1,0.46440678,63,26,3,75,21.0,29.95,1956,0.3456123126707335,-0.938377391740864,-0.9659258262890684,0.2588190451025203
0,0.66779661,63,26,2,81,15.0,29.96,0,0.3456123126707335,-0.938377391740864,-0.5000000000000004,0.8660254037844384
0,0.757062147,62,26,3,81,9.0,29.95,0,0.3294084822245304,-0.9441875088341992,0.2588190451025207,0.9659258262890684
1,0.553672316,62,26,3,80,15.0,29.92,0,0.3294084822245304,-0.9441875088341992,0.8660254037844386,0.5000000000000001
1,0.350282486,62,26,4,75,10.0,29.94,4016,0.3294084822245304,-0.9441875088341992,0.9659258262890684,-0.2588190451025206
1,0.146892655,62,26,4,75,14.0,29.96,17168,0.3294084822245304,-0.9441875088341992,0.4999999999999999,-0.8660254037844387
1,0.056497175,62,26,3,59,20.0,29.95,29393,0.3294084822245304,-0.9441875088341992,-0.2588190451025208,-0.9659258262890684
1,0.259887006,62,26,4,65,14.0,29.93,17765,0.3294084822245304,-0.9441875088341992,-0.8660254037844385,-0.5000000000000004
1,0.463276836,62,26,3,72,14.0,29.92,1888,0.3294084822245304,-0.9441875088341992,-0.9659258262890684,0.2588190451025203
0,0.666666667,62,26,4,78,8.0,29.94,0,0.3294084822245304,-0.9441875088341992,-0.5000000000000004,0.8660254037844384
0,0.756207675,64,26,4,78,8.0,29.93,0,0.3131070409358269,-0.9497178427914316,0.2588190451025207,0.9659258262890684
1,0.553047404,64,26,3,84,3.0,29.92,0,0.3131070409358269,-0.9497178427914316,0.8660254037844386,0.5000000000000001
1,0.349887133,64,26,4,81,8.0,29.96,3574,0.3131070409358269,-0.9497178427914316,0.9659258262890684,-0.2588190451025206
1,0.146726862,64,26,4,65,8.0,29.98,20529,0.3131070409358269,-0.9497178427914316,0.4999999999999999,-0.8660254037844387
1,0.056433409,64,26,3,55,16.0,29.98,32263,0.3131070409358269,-0.9497178427914316,-0.2588190451025208,-0.9659258262890684
1,0.259593679,64,26,2,57,15.0,29.96,21543,0.3131070409358269,-0.9497178427914316,-0.8660254037844385,-0.5000000000000004
1,0.46275395,64,26,2,70,13.0,29.97,1894,0.3131070409358269,-0.9497178427914316,-0.9659258262890684,0.2588190451025203
0,0.665914221,64,26,2,81,8.0,29.99,0,0.3131070409358269,-0.9497178427914316,-0.5000000000000004,0.8660254037844384
0,0.756207675,64,26,3,81,8.0,29.97,0,0.2967128192734907,-0.9549667548552552,0.2588190451025207,0.9659258262890684
1,0.553047404,64,26,4,70,6.0,29.96,0,0.2967128192734907,-0.9549667548552552,0.8660254037844386,0.5000000000000001
1,0.349887133,64,26,3,70,7.0,29.97,5766,0.2967128192734907,-0.9549667548552552,0.9659258262890684,-0.2588190451025206
1,0.146726862,64,26,3,56,11.0,29.99,27487,0.2967128192734907,-0.9549667548552552,0.4999999999999999,-0.8660254037844387
1,0.056433409,64,26,2,47,14.0,29.98,35153,0.2967128192734907,-0.9549667548552552,-0.2588190451025208,-0.9659258262890684
1,0.259593679,64,26,3,53,14.0,29.95,20955,0.2967128192734907,-0.9549667548552552,-0.8660254037844385,-0.5000000000000004
1,0.46275395,64,26,2,65,11.0,29.95,2356,0.2967128192734907,-0.9549667548552552,-0.9659258262890684,0.2588190451025203
0,0.665914221,64,26,3,75,6.0,29.96,0,0.2967128192734907,-0.9549667548552552,-0.5000000000000004,0.8660254037844384
0,0.756207675,62,27,3,81,7.0,29.94,0,0.2802306751992158,-0.9599326896597448,0.2588190451025207,0.9659258262890684
1,0.553047404,62,27,4,72,3.0,29.93,0,0.2802306751992158,-0.9599326896597448,0.8660254037844386,0.5000000000000001
1,0.349887133,62,27,4,70,8.0,29.95,4724,0.2802306751992158,-0.9599326896597448,0.9659258262890684,-0.2588190451025206
1,0.146726862,62,27,4,67,11.0,29.95,20343,0.2802306751992158,-0.9599326896597448,0.4999999999999999,-0.8660254037844387
1,0.056433409,62,27,3,63,15.0,29.95,20905,0.2802306751992158,-0.9599326896597448,-0.2588190451025208,-0.9659258262890684
1,0.259593679,62,27,3,63,18.0,29.94,21711,0.2802306751992158,-0.9599326896597448,-0.8660254037844385,-0.5000000000000004
1,0.46275395,62,27,3,70,15.0,29.93,3010,0.2802306751992158,-0.9599326896597448,-0.9659258262890684,0.2588190451025203
0,0.665914221,62,27,4,78,13.0,29.95,0,0.2802306751992158,-0.9599326896597448,-0.5000000000000004,0.8660254037844384
0,0.756482525,61,27,4,81,15.0,29.92,0,0.263665492728007,-0.9646141756912436,0.2588190451025207,0.9659258262890684
1,0.553551297,61,27,4,84,9.0,29.89,0,0.263665492728007,-0.9646141756912436,0.8660254037844386,0.5000000000000001
1,0.350620068,61,27,4,84,14.0,29.92,1653,0.263665492728007,-0.9646141756912436,0.9659258262890684,-0.2588190451025206
1,0.147688839,61,27,4,78,8.0,29.93,17545,0.263665492728007,-0.9646141756912436,0.4999999999999999,-0.8660254037844387
1,0.05524239,61,27,3,68,20.0,29.92,28838,0.263665492728007,-0.9646141756912436,-0.2588190451025208,-0.9659258262890684
1,0.258173619,61,27,3,73,20.0,29.92,16318,0.263665492728007,-0.9646141756912436,-0.8660254037844385,-0.5000000000000004
1,0.461104848,61,27,4,84,20.0,29.92,2179,0.263665492728007,-0.9646141756912436,-0.9659258262890684,0.2588190451025203
0,0.664036077,61,27,4,81,13.0,29.95,0,0.263665492728007,-0.9646141756912436,-0.5000000000000004,0.8660254037844384
0,0.756482525,62,26,4,81,13.0,29.93,0,0.2470221804809355,-0.9690098257244062,0.2588190451025207,0.9659258262890684
1,0.553551297,62,26,4,84,16.0,29.92,0,0.2470221804809355,-0.9690098257244062,0.8660254037844386,0.5000000000000001
1,0.350620068,62,26,4,84,11.0,29.94,940,0.2470221804809355,-0.9690098257244062,0.9659258262890684,-0.2588190451025206
1,0.147688839,62,26,4,81,14.0,29.96,10068,0.2470221804809355,-0.9690098257244062,0.4999999999999999,-0.8660254037844387
1,0.05524239,62,26,3,70,17.0,29.95,30530,0.2470221804809355,-0.9690098257244062,-0.2588190451025208,-0.9659258262890684
1,0.258173619,62,26,3,70,20.0,29.91,21210,0.2470221804809355,-0.9690098257244062,-0.8660254037844385,-0.5000000000000004
1,0.461104848,62,26,3,81,15.0,29.88,1986,0.2470221804809355,-0.9690098257244062,-0.9659258262890684,0.2588190451025203
0,0.664036077,62,26,3,84,11.0,29.88,0,0.2470221804809355,-0.9690098257244062,-0.5000000000000004,0.8660254037844384
0,0.757336343,66,29,3,87,3.0,29.86,0,0.2303056702306122,-0.973118337233262,0.2588190451025207,0.9659258262890684
1,0.554176072,66,29,2,87,0.0,29.85,0,0.2303056702306122,-0.973118337233262,0.8660254037844386,0.5000000000000001
1,0.351015801,66,29,1,78,5.0,29.87,8499,0.2303056702306122,-0.973118337233262,0.9659258262890684,-0.2588190451025206
1,0.14785553,66,29,1,73,5.0,29.86,28574,0.2303056702306122,-0.973118337233262,0.4999999999999999,-0.8660254037844387
1,0.05530474,66,29,1,54,21.0,29.84,33454,0.2303056702306122,-0.973118337233262,-0.2588190451025208,-0.9659258262890684
1,0.258465011,66,29,1,63,24.0,29.81,21182,0.2303056702306122,-0.973118337233262,-0.8660254037844385,-0.5000000000000004
1,0.461625282,66,29,1,72,16.0,29.79,1931,0.2303056702306122,-0.973118337233262,-0.9659258262890684,0.2588190451025203
0,0.664785553,66,29,0,78,15.0,29.8,0,0.2303056702306122,-0.973118337233262,-0.5000000000000004,0.8660254037844384
0,0.756482525,63,27,0,83,8.0,29.76,0,0.2135209154397961,-0.9769384927771816,0.2588190451025207,0.9659258262890684
1,0.553551297,63,27,1,87,11.0,29.75,0,0.2135209154397961,-0.9769384927771816,0.8660254037844386,0.5000000000000001
1,0.350620068,63,27,1,75,8.0,29.77,8805,0.2135209154397961,-0.9769384927771816,0.9659258262890684,-0.2588190451025206
1,0.147688839,63,27,2,63,21.0,29.77,28536,0.2135209154397961,-0.9769384927771816,0.4999999999999999,-0.8660254037844387
1,0.05524239,63,27,3,65,33.0,29.75,26470,0.2135209154397961,-0.9769384927771816,-0.2588190451025208,-0.9659258262890684
1,0.258173619,63,27,2,65,36.0,29.73,21306,0.2135209154397961,-0.9769384927771816,-0.8660254037844385,-0.5000000000000004
1,0.461104848,63,27,1,70,32.0,29.71,2016,0.2135209154397961,-0.9769384927771816,-0.9659258262890684,0.2588190451025203
0,0.664036077,63,27,1,78,30.0,29.71,0,0.2135209154397961,-0.9769384927771816,-0.5000000000000004,0.8660254037844384
0,0.756482525,59,26,1,77,31.0,29.72,0,0.1966728897935764,-0.980469160361632,0.2588190451025207,0.9659258262890684
1,0.553551297,59,26,1,86,11.0,29.71,0,0.1966728897935764,-0.980469160361632,0.8660254037844386,0.5000000000000001
1,0.350620068,59,26,2,75,6.0,29.75,7747,0.1966728897935764,-0.980469160361632,0.9659258262890684,-0.2588190451025206
1,0.147688839,59,26,2,65,11.0,29.76,29088,0.1966728897935764,-0.980469160361632,0.4999999999999999,-0.8660254037844387
1,0.05524239,59,26,3,63,20.0,29.79,32083,0.1966728897935764,-0.980469160361632,-0.2588190451025208,-0.9659258262890684
1,0.258173619,59,26,2,65,29.0,29.78,20057,0.1966728897935764,-0.980469160361632,-0.8660254037844385,-0.5000000000000004
1,0.461104848,59,26,2,72,9.0,29.77,2016,0.1966728897935764,-0.980469160361632,-0.9659258262890684,0.2588190451025203
0,0.664036077,59,26,1,77,32.0,29.8,0,0.1966728897935764,-0.980469160361632,-0.5000000000000004,0.8660254037844384
0,0.757609921,61,28,1,80,31.0,29.82,0,0.1797665857255624,-0.9837092937736096,0.2588190451025207,0.9659258262890684
1,0.554678692,61,28,1,83,16.0,29.84,0,0.1797665857255624,-0.9837092937736096,0.8660254037844386,0.5000000000000001
1,0.351747463,61,28,1,70,10.0,29.87,8741,0.1797665857255624,-0.9837092937736096,0.9659258262890684,-0.2588190451025206
1,0.148816234,61,28,1,56,5.0,29.89,29346,0.1797665857255624,-0.9837092937736096,0.4999999999999999,-0.8660254037844387
1,0.054114994,61,28,1,52,22.0,29.9,34592,0.1797665857255624,-0.9837092937736096,-0.2588190451025208,-0.9659258262890684
1,0.257046223,61,28,1,58,22.0,29.88,21607,0.1797665857255624,-0.9837092937736096,-0.8660254037844385,-0.5000000000000004
1,0.459977452,61,28,1,67,20.0,29.87,1971,0.1797665857255624,-0.9837092937736096,-0.9659258262890684,0.2588190451025203
0,0.662908681,61,28,1,77,14.0,29.88,0,0.1797665857255624,-0.9837092937736096,-0.5000000000000004,0.8660254037844384
0,0.757609921,67,29,0,80,7.0,29.85,0,0.1628070129385171,-0.986657932891657,0.2588190451025207,0.9659258262890684
1,0.554678692,67,29,1,77,0.0,29.82,0,0.1628070129385171,-0.986657932891657,0.8660254037844386,0.5000000000000001
1,0.351747463,67,29,0,72,0.0,29.84,8824,0.1628070129385171,-0.986657932891657,0.9659258262890684,-0.2588190451025206
1,0.148816234,67,29,0,70,5.0,29.83,29010,0.1628070129385171,-0.986657932891657,0.4999999999999999,-0.8660254037844387
1,0.054114994,67,29,0,31,17.0,29.8,33697,0.1628070129385171,-0.986657932891657,-0.2588190451025208,-0.9659258262890684
1,0.257046223,67,29,0,42,24.0,29.77,21260,0.1628070129385171,-0.986657932891657,-0.8660254037844385,-0.5000000000000004
1,0.459977452,67,29,0,65,18.0,29.73,2009,0.1628070129385171,-0.986657932891657,-0.9659258262890684,0.2588190451025203
0,0.662908681,67,29,0,72,13.0,29.75,0,0.1628070129385171,-0.986657932891657,-0.5000000000000004,0.8660254037844384
0,0.758465011,66,30,0,77,9.0,29.73,0,0.1457991969198751,-0.9893142039703664,0.2588190451025207,0.9659258262890684
1,0.55530474,66,30,1,77,8.0,29.71,0,0.1457991969198751,-0.9893142039703664,0.8660254037844386,0.5000000000000001
1,0.35214447,66,30,0,72,6.0,29.73,8555,0.1457991969198751,-0.9893142039703664,0.9659258262890684,-0.2588190451025206
